,Attrition_Flag
6912,Attrited Customer
6913,Attrited Customer
6914,Attrited Customer
6915,Attrited Customer
6916,Attrited Customer
6917,Attrited Customer
6918,Attrited Customer
6919,Attrited Customer
6920,Attrited Customer
6921,Attrited Customer
6922,Attrited Customer
6923,Attrited Customer
6924,Attrited Customer
6925,Attrited Customer
6926,Attrited Customer
6927,Attrited Customer
6928,Attrited Customer
6929,Attrited Customer
6930,Attrited Customer
6931,Attrited Customer
6932,Attrited Customer
6933,Attrited Customer
6934,Attrited Customer
6935,Attrited Customer
6936,Attrited Customer
6937,Attrited Customer
6938,Attrited Customer
6939,Attrited Customer
6940,Attrited Customer
6941,Attrited Customer
6942,Attrited Customer
6943,Attrited Customer
6944,Attrited Customer
6945,Attrited Customer
6946,Attrited Customer
6947,Attrited Customer
6948,Attrited Customer
6949,Attrited Customer
6950,Attrited Customer
6951,Attrited Customer
6952,Attrited Customer
6953,Attrited Customer
6954,Attrited Customer
6955,Attrited Customer
6956,Attrited Customer
6957,Attrited Customer
6958,Attrited Customer
6959,Attrited Customer
6960,Attrited Customer
6961,Attrited Customer
6962,Attrited Customer
6963,Attrited Customer
6964,Attrited Customer
6965,Attrited Customer
6966,Attrited Customer
6967,Attrited Customer
6968,Attrited Customer
6969,Attrited Customer
6970,Attrited Customer
6971,Attrited Customer
6972,Attrited Customer
6973,Attrited Customer
6974,Attrited Customer
6975,Attrited Customer
6976,Attrited Customer
6977,Attrited Customer
6978,Attrited Customer
6979,Attrited Customer
6980,Attrited Customer
6981,Attrited Customer
6982,Attrited Customer
6983,Attrited Customer
6984,Attrited Customer
6985,Attrited Customer
6986,Attrited Customer
6987,Attrited Customer
6988,Attrited Customer
6989,Attrited Customer
6990,Attrited Customer
6991,Attrited Customer
6992,Attrited Customer
6993,Attrited Customer
6994,Attrited Customer
6995,Attrited Customer
6996,Attrited Customer
6997,Attrited Customer
6998,Attrited Customer
6999,Attrited Customer
7000,Attrited Customer
7001,Attrited Customer
7002,Attrited Customer
7003,Attrited Customer
7004,Attrited Customer
7005,Attrited Customer
7006,Attrited Customer
7007,Attrited Customer
7008,Attrited Customer
7009,Attrited Customer
7010,Attrited Customer
7011,Attrited Customer
7012,Attrited Customer
7013,Attrited Customer
7014,Attrited Customer
7015,Attrited Customer
7016,Attrited Customer
7017,Attrited Customer
7018,Attrited Customer
7019,Attrited Customer
7020,Attrited Customer
7021,Attrited Customer
7022,Attrited Customer
7023,Attrited Customer
7024,Attrited Customer
7025,Attrited Customer
7026,Attrited Customer
7027,Attrited Customer
7028,Attrited Customer
7029,Attrited Customer
7030,Attrited Customer
7031,Attrited Customer
7032,Attrited Customer
7033,Attrited Customer
7034,Attrited Customer
7035,Attrited Customer
7036,Attrited Customer
7037,Attrited Customer
7038,Attrited Customer
7039,Attrited Customer
7040,Attrited Customer
7041,Attrited Customer
7042,Attrited Customer
7043,Attrited Customer
7044,Attrited Customer
7045,Attrited Customer
7046,Attrited Customer
7047,Attrited Customer
7048,Attrited Customer
7049,Attrited Customer
7050,Attrited Customer
7051,Attrited Customer
7052,Attrited Customer
7053,Attrited Customer
7054,Attrited Customer
7055,Attrited Customer
7056,Attrited Customer
7057,Attrited Customer
7058,Attrited Customer
7059,Attrited Customer
7060,Attrited Customer
7061,Attrited Customer
7062,Attrited Customer
7063,Attrited Customer
7064,Attrited Customer
7065,Attrited Customer
7066,Attrited Customer
7067,Attrited Customer
7068,Attrited Customer
7069,Attrited Customer
7070,Attrited Customer
7071,Attrited Customer
7072,Attrited Customer
7073,Attrited Customer
7074,Attrited Customer
7075,Attrited Customer
7076,Attrited Customer
7077,Attrited Customer
7078,Attrited Customer
7079,Attrited Customer
7080,Attrited Customer
7081,Attrited Customer
7082,Attrited Customer
7083,Attrited Customer
7084,Attrited Customer
7085,Attrited Customer
7086,Attrited Customer
7087,Attrited Customer
7088,Attrited Customer
7089,Attrited Customer
7090,Attrited Customer
7091,Attrited Customer
7092,Attrited Customer
7093,Attrited Customer
7094,Attrited Customer
7095,Attrited Customer
7096,Attrited Customer
7097,Attrited Customer
7098,Attrited Customer
7099,Attrited Customer
7100,Attrited Customer
7101,Attrited Customer
7102,Attrited Customer
7103,Attrited Customer
7104,Attrited Customer
7105,Attrited Customer
7106,Attrited Customer
7107,Attrited Customer
7108,Attrited Customer
7109,Attrited Customer
7110,Attrited Customer
7111,Attrited Customer
7112,Attrited Customer
7113,Attrited Customer
7114,Attrited Customer
7115,Attrited Customer
7116,Attrited Customer
7117,Attrited Customer
7118,Attrited Customer
7119,Attrited Customer
7120,Attrited Customer
7121,Attrited Customer
7122,Attrited Customer
7123,Attrited Customer
7124,Attrited Customer
7125,Attrited Customer
7126,Attrited Customer
7127,Attrited Customer
7128,Attrited Customer
7129,Attrited Customer
7130,Attrited Customer
7131,Attrited Customer
7132,Attrited Customer
7133,Attrited Customer
7134,Attrited Customer
7135,Attrited Customer
7136,Attrited Customer
7137,Attrited Customer
7138,Attrited Customer
7139,Attrited Customer
7140,Attrited Customer
7141,Attrited Customer
7142,Attrited Customer
7143,Attrited Customer
7144,Attrited Customer
7145,Attrited Customer
7146,Attrited Customer
7147,Attrited Customer
7148,Attrited Customer
7149,Attrited Customer
7150,Attrited Customer
7151,Attrited Customer
7152,Attrited Customer
7153,Attrited Customer
7154,Attrited Customer
7155,Attrited Customer
7156,Attrited Customer
7157,Attrited Customer
7158,Attrited Customer
7159,Attrited Customer
7160,Attrited Customer
7161,Attrited Customer
7162,Attrited Customer
7163,Attrited Customer
7164,Attrited Customer
7165,Attrited Customer
7166,Attrited Customer
7167,Attrited Customer
7168,Attrited Customer
7169,Attrited Customer
7170,Attrited Customer
7171,Attrited Customer
7172,Attrited Customer
7173,Attrited Customer
7174,Attrited Customer
7175,Attrited Customer
7176,Attrited Customer
7177,Attrited Customer
7178,Attrited Customer
7179,Attrited Customer
7180,Attrited Customer
7181,Attrited Customer
7182,Attrited Customer
7183,Attrited Customer
7184,Attrited Customer
7185,Attrited Customer
7186,Attrited Customer
7187,Attrited Customer
7188,Attrited Customer
7189,Attrited Customer
7190,Attrited Customer
7191,Attrited Customer
7192,Attrited Customer
7193,Attrited Customer
7194,Attrited Customer
7195,Attrited Customer
7196,Attrited Customer
7197,Attrited Customer
7198,Attrited Customer
7199,Attrited Customer
7200,Attrited Customer
7201,Attrited Customer
7202,Attrited Customer
7203,Attrited Customer
7204,Attrited Customer
7205,Attrited Customer
7206,Attrited Customer
7207,Attrited Customer
7208,Attrited Customer
7209,Attrited Customer
7210,Attrited Customer
7211,Attrited Customer
7212,Attrited Customer
7213,Attrited Customer
7214,Attrited Customer
7215,Attrited Customer
7216,Attrited Customer
7217,Attrited Customer
7218,Attrited Customer
7219,Attrited Customer
7220,Attrited Customer
7221,Attrited Customer
7222,Attrited Customer
7223,Attrited Customer
7224,Attrited Customer
7225,Attrited Customer
7226,Attrited Customer
7227,Attrited Customer
7228,Attrited Customer
7229,Attrited Customer
7230,Attrited Customer
7231,Attrited Customer
7232,Attrited Customer
7233,Attrited Customer
7234,Attrited Customer
7235,Attrited Customer
7236,Attrited Customer
7237,Attrited Customer
7238,Attrited Customer
7239,Attrited Customer
7240,Attrited Customer
7241,Attrited Customer
7242,Attrited Customer
7243,Attrited Customer
7244,Attrited Customer
7245,Attrited Customer
7246,Attrited Customer
7247,Attrited Customer
7248,Attrited Customer
7249,Attrited Customer
7250,Attrited Customer
7251,Attrited Customer
7252,Attrited Customer
7253,Attrited Customer
7254,Attrited Customer
7255,Attrited Customer
7256,Attrited Customer
7257,Attrited Customer
7258,Attrited Customer
7259,Attrited Customer
7260,Attrited Customer
7261,Attrited Customer
7262,Attrited Customer
7263,Attrited Customer
7264,Attrited Customer
7265,Attrited Customer
7266,Attrited Customer
7267,Attrited Customer
7268,Attrited Customer
7269,Attrited Customer
7270,Attrited Customer
7271,Attrited Customer
7272,Attrited Customer
7273,Attrited Customer
7274,Attrited Customer
7275,Attrited Customer
7276,Attrited Customer
7277,Attrited Customer
7278,Attrited Customer
7279,Attrited Customer
7280,Attrited Customer
7281,Attrited Customer
7282,Attrited Customer
7283,Attrited Customer
7284,Attrited Customer
7285,Attrited Customer
7286,Attrited Customer
7287,Attrited Customer
7288,Attrited Customer
7289,Attrited Customer
7290,Attrited Customer
7291,Attrited Customer
7292,Attrited Customer
7293,Attrited Customer
7294,Attrited Customer
7295,Attrited Customer
7296,Attrited Customer
7297,Attrited Customer
7298,Attrited Customer
7299,Attrited Customer
7300,Attrited Customer
7301,Attrited Customer
7302,Attrited Customer
7303,Attrited Customer
7304,Attrited Customer
7305,Attrited Customer
7306,Attrited Customer
7307,Attrited Customer
7308,Attrited Customer
7309,Attrited Customer
7310,Attrited Customer
7311,Attrited Customer
7312,Attrited Customer
7313,Attrited Customer
7314,Attrited Customer
7315,Attrited Customer
7316,Attrited Customer
7317,Attrited Customer
7318,Attrited Customer
7319,Attrited Customer
7320,Attrited Customer
7321,Attrited Customer
7322,Attrited Customer
7323,Attrited Customer
7324,Attrited Customer
7325,Attrited Customer
7326,Attrited Customer
7327,Attrited Customer
7328,Attrited Customer
7329,Attrited Customer
7330,Attrited Customer
7331,Attrited Customer
7332,Attrited Customer
7333,Attrited Customer
7334,Attrited Customer
7335,Attrited Customer
7336,Attrited Customer
7337,Attrited Customer
7338,Attrited Customer
7339,Attrited Customer
7340,Attrited Customer
7341,Attrited Customer
7342,Attrited Customer
7343,Attrited Customer
7344,Attrited Customer
7345,Attrited Customer
7346,Attrited Customer
7347,Attrited Customer
7348,Attrited Customer
7349,Attrited Customer
7350,Attrited Customer
7351,Attrited Customer
7352,Attrited Customer
7353,Attrited Customer
7354,Attrited Customer
7355,Attrited Customer
7356,Attrited Customer
7357,Attrited Customer
7358,Attrited Customer
7359,Attrited Customer
7360,Attrited Customer
7361,Attrited Customer
7362,Attrited Customer
7363,Attrited Customer
7364,Attrited Customer
7365,Attrited Customer
7366,Attrited Customer
7367,Attrited Customer
7368,Attrited Customer
7369,Attrited Customer
7370,Attrited Customer
7371,Attrited Customer
7372,Attrited Customer
7373,Attrited Customer
7374,Attrited Customer
7375,Attrited Customer
7376,Attrited Customer
7377,Attrited Customer
7378,Attrited Customer
7379,Attrited Customer
7380,Attrited Customer
7381,Attrited Customer
7382,Attrited Customer
7383,Attrited Customer
7384,Attrited Customer
7385,Attrited Customer
7386,Attrited Customer
7387,Attrited Customer
7388,Attrited Customer
7389,Attrited Customer
7390,Attrited Customer
7391,Attrited Customer
7392,Attrited Customer
7393,Attrited Customer
7394,Attrited Customer
7395,Attrited Customer
7396,Attrited Customer
7397,Attrited Customer
7398,Attrited Customer
7399,Attrited Customer
7400,Attrited Customer
7401,Attrited Customer
7402,Attrited Customer
7403,Attrited Customer
7404,Attrited Customer
7405,Attrited Customer
7406,Attrited Customer
7407,Attrited Customer
7408,Attrited Customer
7409,Attrited Customer
7410,Attrited Customer
7411,Attrited Customer
7412,Attrited Customer
7413,Attrited Customer
7414,Attrited Customer
7415,Attrited Customer
7416,Attrited Customer
7417,Attrited Customer
7418,Attrited Customer
7419,Attrited Customer
7420,Attrited Customer
7421,Attrited Customer
7422,Attrited Customer
7423,Attrited Customer
7424,Attrited Customer
7425,Attrited Customer
7426,Attrited Customer
7427,Attrited Customer
7428,Attrited Customer
7429,Attrited Customer
7430,Attrited Customer
7431,Attrited Customer
7432,Attrited Customer
7433,Attrited Customer
7434,Attrited Customer
7435,Attrited Customer
7436,Attrited Customer
7437,Attrited Customer
7438,Attrited Customer
7439,Attrited Customer
7440,Attrited Customer
7441,Attrited Customer
7442,Attrited Customer
7443,Attrited Customer
7444,Attrited Customer
7445,Attrited Customer
7446,Attrited Customer
7447,Attrited Customer
7448,Attrited Customer
7449,Attrited Customer
7450,Attrited Customer
7451,Attrited Customer
7452,Attrited Customer
7453,Attrited Customer
7454,Attrited Customer
7455,Attrited Customer
7456,Attrited Customer
7457,Attrited Customer
7458,Attrited Customer
7459,Attrited Customer
7460,Attrited Customer
7461,Attrited Customer
7462,Attrited Customer
7463,Attrited Customer
7464,Attrited Customer
7465,Attrited Customer
7466,Attrited Customer
7467,Attrited Customer
7468,Attrited Customer
7469,Attrited Customer
7470,Attrited Customer
7471,Attrited Customer
7472,Attrited Customer
7473,Attrited Customer
7474,Attrited Customer
7475,Attrited Customer
7476,Attrited Customer
7477,Attrited Customer
7478,Attrited Customer
7479,Attrited Customer
7480,Attrited Customer
7481,Attrited Customer
7482,Attrited Customer
7483,Attrited Customer
7484,Attrited Customer
7485,Attrited Customer
7486,Attrited Customer
7487,Attrited Customer
7488,Attrited Customer
7489,Attrited Customer
7490,Attrited Customer
7491,Attrited Customer
7492,Attrited Customer
7493,Attrited Customer
7494,Attrited Customer
7495,Attrited Customer
7496,Attrited Customer
7497,Attrited Customer
7498,Attrited Customer
7499,Attrited Customer
7500,Attrited Customer
7501,Attrited Customer
7502,Attrited Customer
7503,Attrited Customer
7504,Attrited Customer
7505,Attrited Customer
7506,Attrited Customer
7507,Attrited Customer
7508,Attrited Customer
7509,Attrited Customer
7510,Attrited Customer
7511,Attrited Customer
7512,Attrited Customer
7513,Attrited Customer
7514,Attrited Customer
7515,Attrited Customer
7516,Attrited Customer
7517,Attrited Customer
7518,Attrited Customer
7519,Attrited Customer
7520,Attrited Customer
7521,Attrited Customer
7522,Attrited Customer
7523,Attrited Customer
7524,Attrited Customer
7525,Attrited Customer
7526,Attrited Customer
7527,Attrited Customer
7528,Attrited Customer
7529,Attrited Customer
7530,Attrited Customer
7531,Attrited Customer
7532,Attrited Customer
7533,Attrited Customer
7534,Attrited Customer
7535,Attrited Customer
7536,Attrited Customer
7537,Attrited Customer
7538,Attrited Customer
7539,Attrited Customer
7540,Attrited Customer
7541,Attrited Customer
7542,Attrited Customer
7543,Attrited Customer
7544,Attrited Customer
7545,Attrited Customer
7546,Attrited Customer
7547,Attrited Customer
7548,Attrited Customer
7549,Attrited Customer
7550,Attrited Customer
7551,Attrited Customer
7552,Attrited Customer
7553,Attrited Customer
7554,Attrited Customer
7555,Attrited Customer
7556,Attrited Customer
7557,Attrited Customer
7558,Attrited Customer
7559,Attrited Customer
7560,Attrited Customer
7561,Attrited Customer
7562,Attrited Customer
7563,Attrited Customer
7564,Attrited Customer
7565,Attrited Customer
7566,Attrited Customer
7567,Attrited Customer
7568,Attrited Customer
7569,Attrited Customer
7570,Attrited Customer
7571,Attrited Customer
7572,Attrited Customer
7573,Attrited Customer
7574,Attrited Customer
7575,Attrited Customer
7576,Attrited Customer
7577,Attrited Customer
7578,Attrited Customer
7579,Attrited Customer
7580,Attrited Customer
7581,Attrited Customer
7582,Attrited Customer
7583,Attrited Customer
7584,Attrited Customer
7585,Attrited Customer
7586,Attrited Customer
7587,Attrited Customer
7588,Attrited Customer
7589,Attrited Customer
7590,Attrited Customer
7591,Attrited Customer
7592,Attrited Customer
7593,Attrited Customer
7594,Attrited Customer
7595,Attrited Customer
7596,Attrited Customer
7597,Attrited Customer
7598,Attrited Customer
7599,Attrited Customer
7600,Attrited Customer
7601,Attrited Customer
7602,Attrited Customer
7603,Attrited Customer
7604,Attrited Customer
7605,Attrited Customer
7606,Attrited Customer
7607,Attrited Customer
7608,Attrited Customer
7609,Attrited Customer
7610,Attrited Customer
7611,Attrited Customer
7612,Attrited Customer
7613,Attrited Customer
7614,Attrited Customer
7615,Attrited Customer
7616,Attrited Customer
7617,Attrited Customer
7618,Attrited Customer
7619,Attrited Customer
7620,Attrited Customer
7621,Attrited Customer
7622,Attrited Customer
7623,Attrited Customer
7624,Attrited Customer
7625,Attrited Customer
7626,Attrited Customer
7627,Attrited Customer
7628,Attrited Customer
7629,Attrited Customer
7630,Attrited Customer
7631,Attrited Customer
7632,Attrited Customer
7633,Attrited Customer
7634,Attrited Customer
7635,Attrited Customer
7636,Attrited Customer
7637,Attrited Customer
7638,Attrited Customer
7639,Attrited Customer
7640,Attrited Customer
7641,Attrited Customer
7642,Attrited Customer
7643,Attrited Customer
7644,Attrited Customer
7645,Attrited Customer
7646,Attrited Customer
7647,Attrited Customer
7648,Attrited Customer
7649,Attrited Customer
7650,Attrited Customer
7651,Attrited Customer
7652,Attrited Customer
7653,Attrited Customer
7654,Attrited Customer
7655,Attrited Customer
7656,Attrited Customer
7657,Attrited Customer
7658,Attrited Customer
7659,Attrited Customer
7660,Attrited Customer
7661,Attrited Customer
7662,Attrited Customer
7663,Attrited Customer
7664,Attrited Customer
7665,Attrited Customer
7666,Attrited Customer
7667,Attrited Customer
7668,Attrited Customer
7669,Attrited Customer
7670,Attrited Customer
7671,Attrited Customer
7672,Attrited Customer
7673,Attrited Customer
7674,Attrited Customer
