,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_F,Gender_M,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
2042,2,2,3,0,0.867,14436,123,0.64,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2043,6,1,4,1445,0.75,3815,65,0.8059999999999999,0.182,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2044,4,4,3,1753,0.69,1168,27,1.25,0.525,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2045,2,1,2,1481,0.711,8417,95,0.462,0.253,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2046,2,1,1,1051,0.863,8938,114,0.6759999999999999,0.03,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2047,2,1,3,2517,0.379,1642,35,0.25,0.684,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2048,3,3,2,1541,0.763,3475,82,0.6729999999999999,0.094,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2049,3,5,3,0,0.8270000000000001,4674,87,0.74,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2050,2,2,1,1504,0.725,13280,106,0.6559999999999999,0.07400000000000001,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2051,4,1,1,1527,0.861,4159,64,1.133,0.6920000000000001,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2052,4,3,3,2517,0.457,1643,43,0.483,0.217,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2053,2,1,3,734,0.86,16732,116,0.812,0.07400000000000001,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2054,3,3,1,1759,0.81,4562,86,0.72,0.71,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2055,5,3,2,1448,0.7340000000000001,3406,62,0.632,0.723,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2056,5,2,2,891,0.6779999999999999,3768,59,0.9670000000000001,0.087,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2057,6,1,1,0,0.9279999999999999,3660,59,1.107,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2058,5,1,3,1892,0.861,1489,29,0.526,0.225,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2059,4,1,1,1929,0.777,2878,63,1.032,0.223,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2060,1,3,1,1228,0.747,7854,89,0.648,0.036000000000000004,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2061,4,3,3,2303,0.7120000000000001,1370,25,0.7859999999999999,0.33399999999999996,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2062,6,3,3,1643,0.7979999999999999,3367,65,0.8059999999999999,0.212,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2063,5,1,3,1666,1.163,1311,33,2.0,0.195,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2064,4,2,4,2441,1.5630000000000002,2668,51,0.545,0.7090000000000001,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2065,6,2,4,1812,0.483,1121,25,0.562,0.057,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2066,2,3,3,0,1.04,8898,60,0.5379999999999999,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2067,6,2,4,1967,0.462,1591,43,0.72,0.08199999999999999,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2068,1,3,3,2414,0.805,5313,68,1.194,0.871,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2069,3,1,3,2517,1.091,1637,43,0.87,0.778,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2070,5,1,1,1102,0.823,4478,87,0.6729999999999999,0.07400000000000001,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2071,3,2,3,978,0.552,3766,83,0.6940000000000001,0.6,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2072,4,2,2,1251,0.6940000000000001,4724,71,0.775,0.413,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2073,4,2,2,893,0.445,3820,62,0.6759999999999999,0.040999999999999995,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2074,2,3,2,1263,0.657,4906,80,0.818,0.63,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2075,3,1,4,1319,0.7929999999999999,5153,77,0.75,0.17,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2076,4,1,0,901,0.825,1902,45,0.667,0.102,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2077,4,1,2,0,0.763,4596,78,0.5,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2078,1,2,3,639,0.6459999999999999,13345,114,0.754,0.069,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2079,6,6,3,2440,0.6459999999999999,4825,77,0.878,0.53,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2080,3,3,2,1631,0.889,1946,45,0.552,0.20600000000000002,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2081,6,1,2,926,0.622,4549,68,0.659,0.032,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2082,6,3,3,0,0.624,2344,48,0.297,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2083,3,3,1,716,0.9490000000000001,4219,78,0.5920000000000001,0.245,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2084,2,3,0,1189,0.698,4544,81,0.929,0.248,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2085,6,1,2,1475,1.158,2447,46,1.3,0.679,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2086,4,1,3,921,0.654,4615,72,0.6,0.321,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2087,5,3,1,1411,0.642,2452,44,0.63,0.723,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2088,3,2,4,0,0.857,2095,43,0.536,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2089,6,1,3,0,0.8220000000000001,5223,84,0.909,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2090,6,1,2,1319,0.85,4598,67,0.634,0.331,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2091,2,3,3,1417,0.38299999999999995,1068,20,0.818,0.14,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2092,3,3,2,0,0.61,4957,88,0.872,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2093,3,1,2,2045,0.625,13988,92,0.84,0.184,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2094,2,2,1,1684,0.675,8608,100,0.515,0.45899999999999996,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2095,1,3,4,0,0.809,2066,37,0.233,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2096,6,3,3,1480,1.3259999999999998,3215,56,0.8059999999999999,0.092,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2097,1,2,2,1974,1.0270000000000001,4638,48,0.655,0.218,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2098,6,2,3,2517,0.6579999999999999,4236,87,0.8909999999999999,0.789,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2099,6,1,3,2517,0.9570000000000001,1959,56,1.0,0.941,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2100,6,3,2,0,0.76,4238,55,0.7190000000000001,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2101,3,2,3,0,0.743,3811,61,0.743,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2102,2,3,3,1149,0.8420000000000001,14973,112,0.723,0.259,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2103,5,1,4,1471,0.655,4465,63,0.703,0.23,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2104,2,1,1,1528,0.664,3805,79,0.795,0.733,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2105,5,1,3,1721,0.682,1852,38,0.81,0.762,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2106,5,3,2,2430,0.698,2602,43,0.433,0.898,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2107,6,2,1,1472,0.787,5228,77,0.674,0.6759999999999999,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2108,3,3,2,1601,0.493,1593,36,0.33299999999999996,0.061,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2109,2,3,2,0,0.406,1457,42,0.5,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2110,4,2,4,1885,0.643,4212,75,0.7440000000000001,0.242,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2111,2,3,3,2000,0.7490000000000001,12980,82,0.64,0.127,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2112,5,4,1,1925,0.723,5228,73,0.78,0.7759999999999999,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2113,1,4,2,1823,1.062,15552,108,0.831,0.053,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2114,4,2,5,1420,0.857,2291,40,0.6,0.068,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2115,6,2,1,0,0.8079999999999999,3839,73,0.78,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2116,4,1,1,949,0.65,4669,94,0.741,0.637,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2117,3,3,3,749,0.733,2644,43,0.483,0.467,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2118,3,3,3,228,0.904,2572,43,0.72,0.11199999999999999,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2119,6,3,3,798,0.5920000000000001,4314,82,0.708,0.039,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2120,1,3,3,2068,0.741,13810,124,0.797,0.20800000000000002,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2121,5,2,4,0,0.735,4416,68,0.7440000000000001,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2122,6,4,2,1221,0.602,4776,68,0.889,0.245,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2123,5,1,2,2480,0.435,1409,35,0.16699999999999998,0.327,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2124,6,5,2,1871,0.899,3637,69,0.725,0.72,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2125,5,2,6,0,0.9,8600,94,0.843,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2126,4,3,3,1870,0.6559999999999999,15585,115,0.917,0.27,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2127,6,2,2,875,0.807,3636,48,1.286,0.11900000000000001,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2128,6,2,3,1645,0.765,2483,59,0.903,0.633,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2129,6,4,3,0,0.578,4058,81,0.723,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2130,4,2,4,1463,0.8029999999999999,3369,55,0.774,0.08199999999999999,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2131,3,2,2,1737,0.598,1934,30,0.579,0.258,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2132,5,3,3,1826,0.6659999999999999,3837,74,0.721,0.74,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2133,4,2,4,798,0.59,2229,45,1.045,0.49700000000000005,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2134,4,2,3,1547,0.9229999999999999,2398,61,0.794,0.172,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2135,6,3,3,1495,0.531,4420,65,0.711,0.633,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2136,3,4,1,1688,0.631,4633,79,0.795,0.755,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2137,3,1,3,1243,0.7090000000000001,4006,65,0.5479999999999999,0.375,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2138,2,3,2,949,1.036,5366,68,0.659,0.081,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2139,5,2,0,1405,0.9520000000000001,4011,72,0.674,0.235,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2140,5,2,4,1245,0.925,4921,90,0.8,0.565,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2141,5,1,3,0,0.675,14662,125,0.667,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2142,2,3,2,1303,0.391,4488,88,0.833,0.479,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2143,4,1,2,1069,0.77,3943,64,0.6409999999999999,0.145,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2144,4,1,1,0,0.637,4306,63,0.75,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2145,5,3,0,1647,0.759,4110,75,0.9229999999999999,0.726,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2146,2,1,3,1030,0.8809999999999999,5337,85,0.735,0.513,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2147,6,3,2,2258,1.058,4119,81,0.884,0.746,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2148,1,2,2,1106,0.7759999999999999,7936,76,0.767,0.032,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2149,5,3,4,2264,0.544,3562,74,0.682,0.8059999999999999,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2150,2,2,3,861,0.8390000000000001,5056,82,0.547,0.45899999999999996,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2151,4,3,3,2324,0.423,1557,49,0.4,0.43200000000000005,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2152,5,5,2,2065,0.816,4026,67,0.718,0.598,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2153,2,2,3,2039,0.68,4026,53,0.828,0.41200000000000003,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2154,4,3,3,2344,0.7879999999999999,4251,80,1.051,0.28800000000000003,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2155,5,1,3,837,1.859,1424,29,1.4169999999999998,0.255,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2156,3,1,3,723,0.7929999999999999,4412,90,0.579,0.13699999999999998,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2157,2,2,2,2171,0.8420000000000001,4754,77,0.674,0.105,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2158,6,3,4,2165,0.6759999999999999,1369,37,0.542,0.7,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2159,1,6,2,1811,1.043,5043,53,0.43200000000000005,0.222,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2160,6,4,3,0,0.757,1279,41,0.708,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2161,2,3,4,0,0.71,2462,40,0.429,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2162,6,3,3,895,0.6579999999999999,1703,48,0.371,0.244,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2163,2,1,2,1618,1.0,11603,109,0.847,0.047,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2164,6,3,3,1047,0.61,1378,30,0.429,0.03,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2165,3,1,4,2517,1.541,1578,34,0.7,0.6779999999999999,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2166,4,2,3,1292,0.442,5080,85,0.491,0.069,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2167,3,3,4,812,0.5479999999999999,1771,47,0.516,0.49200000000000005,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2168,5,3,2,1006,0.654,1537,35,0.591,0.046,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2169,4,4,3,960,0.6779999999999999,4026,86,0.83,0.48,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2170,2,5,1,1690,1.3230000000000002,1596,26,1.6,0.69,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2171,3,1,3,1796,1.182,1872,59,1.107,0.085,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2172,2,1,3,1421,0.7440000000000001,14465,114,0.754,0.040999999999999995,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2173,3,1,3,1428,0.57,3782,64,0.6409999999999999,0.7290000000000001,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2174,2,3,1,1419,0.785,14812,101,0.804,0.059000000000000004,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2175,4,3,3,1314,0.47700000000000004,3817,60,0.818,0.15,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2176,6,2,3,2517,0.9590000000000001,5409,79,0.8809999999999999,0.8009999999999999,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2177,3,2,2,2098,1.16,1646,39,1.294,0.17600000000000002,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2178,6,3,4,1897,1.035,3902,76,0.6890000000000001,0.28300000000000003,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2179,4,2,2,1468,0.505,1330,32,0.684,0.043,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2180,1,1,2,656,0.885,15691,126,0.68,0.08900000000000001,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2181,5,2,3,1640,0.8,1872,51,0.5,0.418,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2182,3,1,4,786,0.833,3822,50,1.083,0.159,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2183,3,1,3,0,1.028,1975,40,0.6,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2184,3,3,4,775,0.5429999999999999,3814,72,0.8,0.028999999999999998,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2185,2,3,3,1780,0.79,4898,80,0.667,0.473,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2186,5,1,2,1655,0.562,3711,64,0.524,0.33399999999999996,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2187,4,3,4,1600,0.607,4275,76,0.551,0.7090000000000001,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2188,5,1,1,1227,0.624,1140,40,0.6,0.259,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2189,3,2,3,470,0.805,4306,77,0.604,0.09,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2190,6,3,1,1112,0.7609999999999999,4821,67,0.763,0.5660000000000001,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2191,4,3,2,0,1.224,4248,65,0.857,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2192,5,2,4,0,0.6459999999999999,1793,44,0.833,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2193,4,3,3,1618,1.073,1955,44,0.76,0.314,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2194,1,3,4,0,0.902,8345,70,1.0590000000000002,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2195,6,1,2,0,0.94,1608,33,1.2,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2196,3,1,2,1999,2.145,2434,33,1.538,0.68,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2197,1,1,2,0,0.732,13997,102,0.619,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2198,2,3,3,0,0.736,2472,40,0.429,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2199,5,4,3,0,0.852,5014,99,0.623,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2200,4,3,1,1119,0.401,1624,40,0.429,0.087,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2201,3,3,4,1075,0.643,2510,57,0.629,0.342,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2202,5,3,1,1255,0.731,3847,73,0.698,0.036000000000000004,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2203,6,1,3,1567,0.778,1559,49,1.042,0.748,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2204,4,3,4,0,0.65,2133,54,0.5429999999999999,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2205,5,3,3,1425,0.382,1483,38,0.52,0.068,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2206,5,2,2,1433,0.758,2589,57,0.6759999999999999,0.042,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2207,4,2,3,1049,0.43799999999999994,1661,35,0.29600000000000004,0.045,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2208,2,1,3,0,0.7020000000000001,7745,64,0.684,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2209,3,3,3,2215,0.515,4610,90,0.607,0.6859999999999999,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2210,5,3,1,1429,0.745,3535,65,0.667,0.29100000000000004,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
2211,6,2,1,0,0.682,3598,72,0.532,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2212,4,2,3,0,0.703,4578,72,0.7559999999999999,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2213,3,3,3,1603,0.43200000000000005,3616,85,0.545,0.624,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2214,1,0,4,0,0.8029999999999999,2423,39,0.857,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2215,3,1,3,1501,0.7440000000000001,4382,88,0.66,0.615,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
